No.	Well	Top	Bot	Code	AC 	CNL 	DEN 	GR 	PE 	RLLD 	SAC_XG_NEW 	POR 	SOG 	SH 	CAL 
361	20-9	3266.263	3267.063	1	210.9491	14.5099	2.6283	79.4710	2.6218	40.6297	-9999.5000	5.0218	11.3041	-9999.5000	21.8512
362	20-9	3267.063	3268.063	0	208.2048	15.3726	2.6026	95.8236	2.7839	49.1044	-9999.5000	4.5605	14.2401	-9999.5000	22.4445
363	20-9	3268.063	3270.563	1	198.2172	11.9714	2.6133	58.7851	2.8077	94.5085	-9999.5000	2.5920	10.6976	-9999.5000	22.6805
364	20-9	3280.563	3281.463	1	211.9584	15.2706	2.6120	75.0160	2.7137	45.9466	-9999.5000	0.1000	-9999.5000	-9999.5000	22.2014
365	20-9	3284.163	3284.963	1	211.2886	12.6429	2.6471	66.0109	2.5807	50.0421	-9999.5000	5.0789	18.6976	-9999.5000	21.8396
366	20-9	3284.963	3290.463	8	226.1341	6.9906	2.5290	41.0140	2.2735	125.5360	-9999.5000	7.5436	63.4736	-9999.5000	21.5068
367	20-9	3290.763	3294.663	7	226.6050	12.1890	2.5279	64.4921	2.5605	37.9144	-9999.5000	6.8297	32.9106	-9999.5000	22.1629
368	20-9	3312.163	3320.263	8	228.1259	7.8740	2.4868	40.1366	2.1637	93.6113	-9999.5000	7.8829	59.9941	-9999.5000	21.5511
369	20-9	3320.863	3324.063	1	211.4536	7.9746	2.6111	48.9529	2.4973	70.1661	-9999.5000	4.8953	33.1282	-9999.5000	21.7276
370	20-9	3341.963	3346.363	1	203.8880	7.6155	2.6421	68.6527	2.3875	94.9292	-9999.5000	3.8354	22.0338	-9999.5000	21.7319
371	20-9	3348.163	3351.263	7	220.8596	7.0049	2.5364	45.8460	2.1114	96.8013	-9999.5000	6.5265	55.1423	-9999.5000	21.9224
372	20-9	3361.463	3363.463	7	224.5244	12.0497	2.4951	63.1342	2.2870	50.0148	-9999.5000	7.2632	44.2691	-9999.5000	21.3648
373	20-9	3363.463	3366.363	8	239.2894	12.6300	2.4676	43.4549	2.0798	85.2508	-9999.5000	9.1459	66.4673	-9999.5000	21.5330
374	20-9	3376.363	3377.163	10	325.3763	39.6288	1.8751	103.7099	1.7773	404.6246	-9999.5000	0.1000	-9999.5000	-9999.5000	22.5258
375	20-9	3386.263	3386.963	0	311.3767	40.5674	2.0431	165.3365	1.6464	776.2097	-9999.5000	0.1000	-9999.5000	-9999.5000	21.9416
376	20-9	3387.463	3388.163	1	236.1815	16.9181	2.5019	82.6643	1.9918	442.3605	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6561
377	20-9	3394.163	3396.563	1	204.0198	11.8879	2.6503	72.4195	2.7162	99.6419	-9999.5000	3.7900	24.2812	-9999.5000	21.5425
378	20-9	3396.763	3398.763	1	211.8141	10.9532	2.5989	72.5932	2.4323	121.4149	-9999.5000	4.4518	43.3298	-9999.5000	21.8099
379	20-9	3402.363	3402.963	0	359.5261	51.0856	1.9583	100.6010	1.6703	1249.8999	-9999.5000	0.1000	-9999.5000	-9999.5000	22.5496
380	20-9	3405.563	3406.463	10	385.8843	61.2648	1.4836	87.0080	1.2731	32138.4882	-9999.5000	0.1000	-9999.5000	-9999.5000	23.2457
381	20-10	3352.200	3357.600	1	218.7236	-9999.5000	2.5948	69.3875	3.1085	38.8809	-9999.5000	6.2596	30.3343	-9999.5000	21.1142
382	20-10	3361.400	3361.700	1	204.2830	-9999.5000	2.6570	96.2170	2.9855	82.8548	-9999.5000	0.1000	-9999.5000	-9999.5000	21.3657
383	20-10	3364.200	3365.500	1	210.8903	-9999.5000	2.6244	71.7306	2.5706	38.0182	-9999.5000	4.9782	7.2437	-9999.5000	21.3301
384	20-10	3365.500	3366.500	0	205.0576	-9999.5000	2.6172	94.9664	2.4976	70.1245	-9999.5000	3.9978	-9999.5000	-9999.5000	21.0851
385	20-10	3366.500	3367.100	1	198.8243	-9999.5000	2.5939	75.3309	2.4167	210.6640	-9999.5000	2.9503	13.0983	-9999.5000	21.1743
386	20-10	3367.100	3367.500	0	214.0072	-9999.5000	2.5932	88.9828	2.4280	33.0202	-9999.5000	5.5020	-9999.5000	-9999.5000	21.2600
387	20-10	3367.500	3368.900	1	219.6217	-9999.5000	2.5468	80.6859	2.5163	26.9190	-9999.5000	6.4458	14.3363	-9999.5000	21.4219
388	20-10	3368.900	3369.600	0	207.1655	-9999.5000	2.6255	87.7408	2.8579	28.9507	-9999.5000	4.3521	-9999.5000	-9999.5000	21.1116
389	20-10	3369.600	3369.900	1	203.1795	-9999.5000	2.6422	84.3945	3.0110	38.5918	-9999.5000	3.6825	-9999.5000	-9999.5000	21.0813
390	20-10	3369.900	3370.300	0	207.2470	-9999.5000	2.6214	85.0570	3.1188	39.1708	-9999.5000	4.3658	-9999.5000	-9999.5000	21.2364
391	20-10	3370.300	3373.200	1	222.2046	-9999.5000	2.5867	63.6987	2.9079	33.4915	-9999.5000	6.8799	20.0045	-9999.5000	21.2388
392	20-10	3373.200	3374.800	7	238.5531	-9999.5000	2.5142	53.6427	2.4662	35.7400	-9999.5000	8.6921	45.0102	-9999.5000	21.2927
393	20-10	3382.800	3387.600	7	233.7672	-9999.5000	2.5292	66.4999	2.6395	23.3435	-9999.5000	8.8000	43.9113	-9999.5000	21.3540
394	20-10	3401.000	3402.200	1	204.5735	-9999.5000	2.6214	69.8840	2.6778	47.9392	-9999.5000	0.1000	-9999.5000	-9999.5000	21.1890
395	20-10	3404.300	3406.100	7	234.0382	-9999.5000	2.5351	51.4912	2.3353	35.4581	-9999.5000	8.2091	48.3399	-9999.5000	21.1056
396	20-10	3406.800	3408.100	1	207.2933	-9999.5000	2.5805	60.6302	2.6654	106.5701	-9999.5000	3.7901	31.2388	-9999.5000	21.1990
397	20-10	3409.400	3412.200	7	209.3211	-9999.5000	2.5451	55.0496	2.3724	113.0459	-9999.5000	4.6780	42.8678	-9999.5000	21.1353
398	20-10	3412.200	3414.700	1	215.7176	-9999.5000	2.5812	68.6304	2.5276	50.2601	-9999.5000	5.5841	32.2096	-9999.5000	21.2076
399	20-10	3431.300	3431.600	1	204.3290	-9999.5000	2.6285	84.2933	2.5587	74.1590	-9999.5000	0.1000	-9999.5000	-9999.5000	21.0813
400	20-10	3432.200	3436.300	7	217.7531	-9999.5000	2.5336	50.1183	2.4547	163.1776	-9999.5000	6.1195	45.1560	-9999.5000	21.0790
401	20-10	3440.100	3441.600	1	220.0311	-9999.5000	2.5897	75.3265	2.8304	42.2078	-9999.5000	6.2955	20.6744	-9999.5000	21.1613
402	20-10	3441.600	3442.300	0	214.5121	-9999.5000	2.6314	87.8811	2.7675	46.5961	-9999.5000	5.5869	11.1325	-9999.5000	21.1368
403	20-10	3442.300	3443.000	1	220.8748	-9999.5000	2.5948	62.6782	2.7749	71.7450	-9999.5000	6.6562	39.2204	-9999.5000	21.1924
404	20-10	3443.000	3445.200	7	230.3728	-9999.5000	2.5299	63.0543	2.5924	52.8094	-9999.5000	8.2526	45.6015	-9999.5000	21.0497
405	20-10	3445.200	3446.600	1	219.6381	-9999.5000	2.5807	63.9143	2.8988	67.4329	-9999.5000	4.5941	31.6133	-9999.5000	21.1014
406	20-10	3448.100	3449.100	1	229.5384	-9999.5000	2.5570	77.8160	2.5441	47.9509	-9999.5000	0.1000	-9999.5000	-9999.5000	21.1440
407	20-10	3457.500	3459.600	7	221.7224	-9999.5000	2.5398	52.9864	2.3351	126.8630	-9999.5000	6.7654	41.4774	-9999.5000	21.1452
408	20-10	3459.600	3461.000	1	218.2158	-9999.5000	2.5835	67.0485	2.5067	96.6813	-9999.5000	6.2093	27.4292	-9999.5000	21.1241
409	20-10	3461.000	3463.400	7	223.0437	-9999.5000	2.5128	49.3399	2.3789	148.2336	-9999.5000	6.6272	48.1693	-9999.5000	21.0460
410	20-10	3464.400	3465.600	0	374.0292	-9999.5000	1.6730	124.6042	1.4692	429.8091	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6493
411	20-10	3472.500	3473.200	0	339.7953	-9999.5000	1.8266	126.4024	1.3205	2528.4470	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6575
412	20-10	3480.000	3480.400	1	206.2712	-9999.5000	2.6882	82.9368	3.4828	57.5544	-9999.5000	0.1000	-9999.5000	-9999.5000	21.0652
413	20-10	3489.200	3490.300	0	323.4893	-9999.5000	1.9504	125.6159	1.8488	340.2027	-9999.5000	0.1000	-9999.5000	-9999.5000	21.9996
414	20-10	3492.200	3493.900	0	371.7640	-9999.5000	1.7037	147.5232	1.4154	7684.0293	-9999.5000	0.1000	-9999.5000	-9999.5000	22.4583
415	22-10	3451.100	3452.000	4	165.1130	7.5007	2.8126	16.5017	3.6098	63.1142	290.5768	5.0951	45.7838	-9999.5000	21.9391
416	22-10	3454.000	3454.500	0	210.7053	16.1378	2.6597	162.5967	3.2842	40.1465	353.2183	0.1000	-9999.5000	-9999.5000	22.2623
417	22-10	3454.900	3455.600	1	159.8670	8.6092	2.8370	32.3302	3.5978	278.6185	293.8541	0.2468	-9999.5000	-9999.5000	21.8219
418	22-10	3456.500	3457.000	1	155.4497	6.0683	2.8347	27.5305	3.7473	264.6068	292.0278	0.1000	-9999.5000	-9999.5000	21.9148
419	22-10	3457.500	3458.000	0	221.4885	17.3538	2.5275	208.0592	3.1905	89.0267	358.5143	0.1000	-9999.5000	-9999.5000	22.5443
420	22-10	3458.700	3459.800	1	158.2374	3.7962	2.8127	18.6102	3.9932	790.7954	293.9294	0.7993	-9999.5000	-9999.5000	22.0082
421	22-10	3463.100	3464.700	1	153.3402	5.3648	2.8323	23.7669	3.6192	843.9835	284.9678	0.1295	-9999.5000	-9999.5000	21.9552
422	22-10	3465.700	3466.100	0	201.6736	12.9598	2.6818	102.5750	3.1334	84.8876	336.2096	0.1000	-9999.5000	-9999.5000	22.3026
423	22-10	3466.800	3467.300	0	201.4875	13.6697	2.6993	92.5922	3.3283	85.9973	334.7555	0.1000	-9999.5000	-9999.5000	22.3830
424	22-10	3468.000	3469.000	1	156.2016	6.3892	2.8275	17.5872	3.3819	244.2630	284.3125	0.2553	-9999.5000	-9999.5000	21.7245
425	22-10	3471.100	3471.600	1	156.2843	6.3133	2.8282	29.3477	3.5633	393.5475	289.0327	0.1000	-9999.5000	-9999.5000	21.7530
426	22-10	3474.000	3474.500	0	182.0533	10.6300	2.7930	97.5310	3.7222	206.0503	319.5078	0.1000	-9999.5000	-9999.5000	21.8113
427	22-10	3493.400	3497.000	4	164.0514	7.3695	2.7615	17.1732	3.3679	97.7591	293.0647	4.4512	39.3097	-9999.5000	21.6033
428	22-10	3514.800	3516.100	7	171.2947	3.2460	2.7539	18.5329	3.9006	528.4479	301.2929	4.2778	70.7311	-9999.5000	21.1224
429	25-10	3449.200	3450.100	1	152.1477	9.1065	2.8266	25.4847	3.2904	123.7210	294.1666	0.4863	-9999.5000	-9999.5000	21.9473
430	25-10	3450.800	3451.600	0	187.7384	18.6774	2.6222	105.4102	3.3771	148.0871	349.7360	0.3270	-9999.5000	-9999.5000	22.0720
431	25-10	3452.900	3453.700	1	156.7623	11.4687	2.8203	27.2723	3.1541	177.0893	292.9292	1.7221	-9999.5000	-9999.5000	21.8436
432	25-10	3454.300	3455.100	0	208.6243	14.9098	2.5693	144.0658	2.3501	54.4759	384.7606	0.1000	-9999.5000	-9999.5000	22.8044
433	25-10	3458.100	3459.800	7	161.3725	8.6642	2.7730	17.4803	3.6047	188.1709	288.3719	3.2570	41.3648	-9999.5000	21.9900
434	25-10	3460.500	3461.800	1	154.9059	7.3376	2.8309	26.5920	3.0823	566.3932	280.6102	1.1117	32.2606	-9999.5000	21.9159
435	25-10	3465.500	3466.700	1	153.5786	6.2470	2.7858	19.4497	2.9895	265.7252	280.7077	0.6904	-9999.5000	-9999.5000	21.8576
436	25-10	3468.700	3469.400	1	148.8721	6.3357	2.8053	33.8256	3.3334	575.9895	280.1866	0.1341	-9999.5000	-9999.5000	21.8004
437	25-10	3477.500	3479.500	1	161.3363	12.0762	2.8119	51.5486	3.2792	171.6135	304.4086	0.1000	-9999.5000	-9999.5000	21.7687
438	25-10	3481.600	3482.600	1	160.0567	9.4202	2.8137	39.4538	3.2345	275.6798	294.1196	0.1000	-9999.5000	-9999.5000	21.7035
439	25-10	3491.900	3495.400	4	167.8547	13.1806	2.6416	17.6946	2.7850	49.3162	345.3194	7.1241	46.2667	-9999.5000	21.6301
440	25-10	3504.000	3505.800	0	216.7958	17.9242	2.6574	142.7271	2.5326	51.1130	371.3635	0.1000	-9999.5000	-9999.5000	22.2109
441	25-10	3512.900	3514.200	7	160.8359	9.2779	2.7294	17.6912	3.0567	394.4294	290.0262	5.0932	60.7628	-9999.5000	21.9413
442	31-10	3499.200	3499.800	0	192.8866	12.7009	2.5596	222.9454	3.0971	140.9971	351.4551	0.1000	-9999.5000	-9999.5000	24.0766
443	31-10	3514.400	3515.700	0	168.2452	8.1119	2.7710	98.2569	3.5824	193.1456	307.1180	0.1000	-9999.5000	-9999.5000	23.2251
444	31-10	3535.000	3537.100	3	167.6849	9.8177	2.6999	19.1458	3.4630	51.3072	303.8704	5.2064	34.6232	-9999.5000	22.5824
445	31-10	3547.100	3548.400	0	191.7301	10.1674	2.7561	111.3149	3.4948	82.9095	331.2394	0.1000	-9999.5000	-9999.5000	22.8666
446	31-10	3551.500	3555.800	3	164.8494	2.4628	2.7151	33.3879	4.5162	1826.2284	310.1965	0.8607	58.0551	-9999.5000	22.7451
447	31-10	3556.600	3558.200	1	162.8439	6.4986	2.7912	31.7560	3.4808	358.2511	293.1238	1.9910	-9999.5000	-9999.5000	22.9168
448	31-10	3574.300	3577.800	3	160.1827	1.5519	2.7150	24.8834	4.8030	13683.9526	309.9579	0.1000	-9999.5000	-9999.5000	22.2782
449	17-11	3439.600	3440.900	1	150.6371	11.6811	2.8626	26.6189	4.1042	262.4779	286.5269	0.1000	-9999.5000	-9999.5000	22.7066
450	17-11	3442.600	3443.900	8	166.8240	11.4622	2.7335	25.9614	3.3097	114.9636	303.5051	4.9419	50.8142	-9999.5000	21.9617
451	17-11	3444.600	3445.300	0	215.1388	20.2816	2.5332	97.1985	3.2086	66.4544	380.1261	0.1000	-9999.5000	-9999.5000	23.1056
452	17-11	3445.600	3446.300	1	158.5031	11.2024	2.8414	23.9123	3.7636	321.5138	290.0609	1.4645	-9999.5000	-9999.5000	22.7880
453	17-11	3446.600	3446.900	0	176.9598	18.3680	2.7435	102.9055	3.6480	109.8508	326.0308	0.1000	-9999.5000	-9999.5000	23.0335
454	17-11	3448.700	3449.100	0	221.9692	23.7792	2.5264	121.2252	2.7666	44.7830	394.3750	0.1000	-9999.5000	-9999.5000	23.6006
455	17-11	3449.900	3450.600	1	149.5961	8.9806	2.7974	25.5764	3.4029	1026.5064	283.3446	0.1000	-9999.5000	-9999.5000	23.2635
456	17-11	3451.100	3451.500	0	177.4044	19.2296	2.4620	74.5698	2.9866	220.0844	388.7994	0.1508	-9999.5000	-9999.5000	23.9362
457	17-11	3452.000	3452.700	7	167.3943	13.1167	2.6570	20.6612	3.2056	83.3967	318.9962	5.1119	45.3980	-9999.5000	22.4638
458	17-11	3453.300	3453.900	7	172.3056	14.6923	2.6487	19.3789	3.2676	44.7107	325.2866	6.2584	43.7749	-9999.5000	22.6049
459	17-11	3454.800	3456.400	1	153.9964	10.3058	2.8189	30.0276	3.4808	285.4824	292.1144	0.8669	-9999.5000	-9999.5000	22.7670
460	17-11	3458.200	3458.800	0	194.2290	20.0297	2.5641	88.2217	3.3093	114.6107	361.1553	0.1000	-9999.5000	-9999.5000	23.1639
461	17-11	3459.500	3460.600	1	162.1838	10.0664	2.7714	20.3671	3.5499	174.0703	292.4285	1.9000	20.0053	-9999.5000	22.8560
462	17-11	3463.100	3464.100	1	156.2276	8.2398	2.8276	40.1700	3.6461	668.0563	291.2430	0.1000	-9999.5000	-9999.5000	22.6427
463	17-11	3476.300	3477.100	1	155.2652	7.9913	2.8334	43.4127	3.5239	371.4502	291.6518	0.1000	-9999.5000	-9999.5000	22.2962
464	17-11	3478.400	3478.800	0	182.3246	14.8370	2.8410	94.4638	3.6162	96.9806	313.5694	0.1000	-9999.5000	-9999.5000	22.3204
465	17-11	3487.700	3490.000	8	174.4675	12.8748	2.6345	25.5112	3.2091	38.0253	335.0268	9.2893	56.7948	-9999.5000	21.7450
466	17-11	3523.800	3524.400	7	171.6560	7.6786	2.7446	23.4301	3.1819	205.8863	298.7083	7.0211	71.9970	-9999.5000	21.5821
467	22-11	3540.700	3541.300	1	157.7887	11.6387	2.8854	30.2591	3.0964	136.1666	296.5451	1.7567	-9999.5000	-9999.5000	22.5840
468	22-11	3542.500	3543.800	7	168.6513	12.6811	2.8446	32.3369	3.1140	61.9834	307.5068	6.1906	52.1915	-9999.5000	22.4319
469	22-11	3544.600	3545.400	0	208.8681	15.2362	2.6413	124.8327	2.6496	33.4766	371.8364	0.1000	-9999.5000	-9999.5000	22.8524
470	22-11	3545.800	3546.800	1	160.9811	12.1065	2.8341	50.5269	2.9825	239.4264	299.0968	0.1000	-9999.5000	-9999.5000	22.6249
471	22-11	3547.300	3548.600	7	166.6271	9.5382	2.8018	44.6664	3.0972	206.8082	300.7109	3.4161	53.6275	-9999.5000	22.7589
472	22-11	3552.300	3552.800	0	175.8793	11.9543	2.7895	91.3042	3.2772	64.4533	325.5925	0.1000	-9999.5000	-9999.5000	22.5797
473	22-11	3553.000	3555.700	8	177.4868	8.8896	2.6931	27.5817	3.5535	96.6356	314.0981	6.2181	56.5182	-9999.5000	22.5498
474	22-11	3560.400	3562.600	0	211.3338	14.3594	2.7205	107.8416	2.8698	42.9700	363.4201	0.1000	-9999.5000	-9999.5000	22.3091
475	22-11	3563.700	3564.400	1	166.8267	11.3275	2.7832	46.6629	3.0710	126.7729	315.7815	0.1000	-9999.5000	-9999.5000	22.2660
476	22-11	3567.800	3568.900	0	194.8429	12.5551	2.7253	107.8902	3.9781	122.3045	331.3470	0.1000	-9999.5000	-9999.5000	22.1426
477	22-11	3575.400	3576.200	1	169.2632	9.1381	2.8259	45.5352	3.0238	433.5710	297.3303	0.1000	-9999.5000	-9999.5000	22.1247
478	22-11	3586.300	3589.200	2	163.9463	12.4969	2.5595	28.9809	2.6747	56.6662	368.6449	6.9671	46.7705	-9999.5000	20.5769
479	22-11	3602.600	3606.700	3	166.8950	4.2992	2.7196	37.9778	4.3693	4557.9766	309.0894	0.6671	60.7352	-9999.5000	22.5313
480	22-11	3607.600	3608.600	7	167.6849	6.5284	2.7572	25.6438	3.7370	2300.4965	297.7971	3.4276	61.7374	-9999.5000	22.4840
481	22-11	3618.200	3619.300	1	152.2862	8.3507	2.7769	33.7592	3.0713	656.6177	281.7741	0.1000	-9999.5000	-9999.5000	22.3319
482	22-11	3637.400	3640.400	8	165.9380	6.2150	2.7454	18.0739	3.0456	670.4740	290.4359	5.6710	72.3709	-9999.5000	22.4179
483	16-13	3310.100	3310.600	1	205.7443	-9999.5000	2.6600	83.7202	2.5285	48.9922	-9999.5000	4.1132	3.2572	-9999.5000	22.8005
484	16-13	3310.800	3312.700	1	211.0103	-9999.5000	2.6259	80.6952	2.5424	42.2527	-9999.5000	4.7302	11.8949	-9999.5000	22.8854
485	16-13	3322.400	3322.700	1	207.6563	-9999.5000	2.6610	86.6732	2.5495	41.3173	-9999.5000	4.4345	3.2183	-9999.5000	22.9997
486	16-13	3328.000	3330.800	7	223.8740	-9999.5000	2.5124	64.9011	2.1129	139.3156	-9999.5000	6.7976	59.1049	-9999.5000	22.3116
487	16-13	3337.000	3337.600	1	200.8929	-9999.5000	2.6314	75.6270	2.2169	97.7281	-9999.5000	3.2980	10.7962	-9999.5000	22.3879
488	16-13	3337.600	3338.200	0	217.2291	-9999.5000	2.6099	91.1391	2.2339	82.8494	-9999.5000	6.0434	42.1909	-9999.5000	22.5654
489	16-13	3338.200	3339.200	1	208.8639	-9999.5000	2.5966	75.2863	2.1734	248.8034	-9999.5000	2.9048	37.3286	-9999.5000	22.5248
490	16-13	3344.600	3345.000	1	208.3842	-9999.5000	2.5858	65.2084	2.4658	205.3304	-9999.5000	3.1882	-9999.5000	-9999.5000	22.7988
491	16-13	3345.000	3358.000	8	243.8595	-9999.5000	2.4115	58.7884	1.8600	83.2908	-9999.5000	10.5193	70.1375	-9999.5000	25.3248
492	16-13	3358.000	3359.100	1	203.0582	-9999.5000	2.5888	82.1412	2.1142	445.6563	-9999.5000	2.9392	59.9735	-9999.5000	22.2198
493	16-13	3391.400	3392.000	1	208.9271	-9999.5000	2.6520	81.8223	2.5836	54.1484	-9999.5000	4.6481	19.6810	-9999.5000	22.2453
494	16-13	3417.300	3418.000	1	204.8567	-9999.5000	2.6541	82.4845	2.4566	110.4723	-9999.5000	0.1000	-9999.5000	-9999.5000	21.5114
495	16-14	3230.203	3231.703	1	205.7456	-9999.5000	2.6164	73.2876	2.9284	97.1963	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6844
496	16-14	3242.503	3242.803	1	217.7015	-9999.5000	2.6268	84.5307	3.1825	39.8145	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3337
497	16-14	3249.903	3250.403	1	199.7403	-9999.5000	2.6382	84.0245	2.6203	70.2157	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6583
498	16-14	3251.103	3253.303	1	214.0040	-9999.5000	2.5581	55.0623	2.2688	51.3409	-9999.5000	5.3827	33.5930	-9999.5000	21.7808
499	16-14	3254.803	3264.703	1	215.4685	-9999.5000	2.5996	62.1981	2.7291	33.1270	-9999.5000	5.7649	24.9306	-9999.5000	24.1605
500	16-14	3268.403	3270.103	1	205.7627	-9999.5000	2.6464	72.2633	2.5562	47.1308	-9999.5000	1.4478	28.0034	-9999.5000	21.9859
501	16-14	3270.103	3271.303	7	207.3750	-9999.5000	2.5672	36.3274	1.9755	131.5623	-9999.5000	4.1921	50.0127	-9999.5000	22.6097
502	16-14	3271.303	3272.703	1	204.2513	-9999.5000	2.5770	63.5588	1.9887	62.9171	-9999.5000	0.1001	-9999.5000	-9999.5000	21.9853
503	16-14	3277.903	3279.203	7	228.8198	-9999.5000	2.4666	39.4748	2.1958	93.2449	-9999.5000	7.5245	68.6363	-9999.5000	22.1065
504	16-14	3279.203	3279.603	1	224.5430	-9999.5000	2.4706	60.5134	2.0404	77.2094	-9999.5000	1.5966	-9999.5000	-9999.5000	22.0766
505	16-14	3279.603	3290.903	8	243.4522	-9999.5000	2.3885	34.6198	1.9900	117.9450	-9999.5000	10.4827	76.6761	-9999.5000	22.7498
506	16-14	3312.103	3316.303	7	208.4779	-9999.5000	2.5165	56.1665	2.2085	83.3959	-9999.5000	4.6141	39.6819	-9999.5000	21.6422
507	16-14	3316.303	3317.303	0	206.1249	-9999.5000	2.5595	92.2125	2.4291	58.6176	-9999.5000	4.2181	23.8339	-9999.5000	21.5505
508	16-14	3317.303	3318.703	1	205.7150	-9999.5000	2.5568	73.5137	2.6314	68.4343	-9999.5000	3.9637	26.4352	-9999.5000	21.4797
509	16-14	3357.503	3358.203	10	485.6141	-9999.5000	1.4200	63.6616	1.2879	9209.2939	-9999.5000	0.1000	-9999.5000	-9999.5000	33.4595
510	16-14	3361.103	3361.503	0	269.7704	-9999.5000	1.6944	193.7858	1.4078	1657.0428	-9999.5000	0.1000	-9999.5000	-9999.5000	24.2892
511	16-14	3361.803	3362.303	10	408.3552	-9999.5000	1.9027	90.4368	1.8885	97.9165	-9999.5000	0.1000	-9999.5000	-9999.5000	34.6390
512	16-14C2	3376.040	3377.240	1	209.6042	-9999.5000	2.6583	70.4912	2.5982	108.4432	-9999.5000	4.4268	39.6912	-9999.5000	19.6462
513	16-14C2	3384.240	3384.840	1	212.3677	-9999.5000	2.5067	75.7804	2.5840	34.6691	-9999.5000	0.1000	-9999.5000	-9999.5000	20.1684
514	16-14C2	3389.940	3390.540	1	214.7424	-9999.5000	2.6050	79.4220	1.9770	28.1856	-9999.5000	0.1000	-9999.5000	-9999.5000	19.8574
515	16-14C2	3391.140	3391.840	1	211.2993	-9999.5000	2.5899	84.2602	2.0067	34.7222	-9999.5000	0.1000	-9999.5000	-9999.5000	19.7854
516	16-14C2	3392.540	3393.940	7	243.2235	-9999.5000	2.3177	56.8398	2.0788	51.5302	-9999.5000	10.4124	38.7763	-9999.5000	20.8057
517	16-14C2	3393.940	3402.440	8	264.8922	-9999.5000	2.2823	47.8365	2.1821	58.4350	-9999.5000	13.9509	58.3110	-9999.5000	21.3685
518	16-14C2	3415.840	3419.740	8	238.6687	-9999.5000	2.3815	47.3552	1.7851	190.3921	-9999.5000	8.2771	59.0614	-9999.5000	19.9961
519	16-14C2	3420.840	3421.540	7	258.1089	-9999.5000	2.0465	66.5666	1.6244	425.8810	-9999.5000	9.7341	63.6510	-9999.5000	21.8920
520	16-14C2	3446.640	3447.540	1	205.0687	-9999.5000	2.5224	56.5169	1.9657	93.5767	-9999.5000	3.9998	27.6045	-9999.5000	20.2731
521	16-14C2	3447.540	3448.840	7	214.2154	-9999.5000	2.5386	57.5044	2.2699	101.0914	-9999.5000	5.5369	49.6368	-9999.5000	20.2489
522	16-14C2	3448.840	3451.340	8	218.0225	-9999.5000	2.5062	50.9588	2.0536	189.5509	-9999.5000	6.1768	62.9070	-9999.5000	19.9359
523	16-14C2	3451.340	3452.040	0	210.1579	-9999.5000	2.5861	89.7170	2.4379	50.9809	-9999.5000	4.3646	24.2878	-9999.5000	20.2970
524	16-14C2	3452.040	3452.640	1	208.3850	-9999.5000	2.5856	77.9059	2.7386	61.3086	-9999.5000	0.1000	-9999.5000	-9999.5000	20.4626
525	16-14C2	3481.440	3490.840	1	205.5572	-9999.5000	2.6328	116.8507	2.8131	46.0668	-9999.5000	4.0089	9.7709	-9999.5000	20.1991
526	16-14C2	3493.940	3499.940	1	207.8541	-9999.5000	2.6233	117.5768	2.6831	38.8271	-9999.5000	4.3676	6.1323	-9999.5000	20.3722
